name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Accessories to Murder,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Accessories to Murder, target creature gets +X/+0 until end of turn, where X is the number of creatures you control.",,,,
Applied Aeronautics,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Applied Aeronautics, until end of turn, target creature gets +1/+0, gains flying, and becomes an artifact in addition to its other types.",,,,
Arms Depot,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Arms Depot, put two +1/+1 counters on target creature.",,,,
Auto-Key,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Auto-Key, until end of turn, target creature becomes an artifact in addition to its other types and gains ""{T}: You gain 3 life.""",,,,
Bee-Bee Gun,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Bee-Bee Gun, until end of turn, target creature gains ""{2}: This creature fights another target creature.""",,,,
Boomflinger,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Boomflinger, roll two six-sided dice. Boomflinger deals damage to target player or planeswalker equal to the difference between those results.",,,,
Buzz Buggy,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Buzz Buggy, target creature gets +2/+0 and gains trample until end of turn.",,,,
Deadly Poison Sampler,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Deadly Poison Sampler, until end of turn, target creature gains ""Whenever this creature deals combat damage to a player, destroy target creature that player controls.""",,,,
Dictation Quillograph,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Dictation Quillograph, until end of turn, target creature gains ""Whenever this creature deals combat damage to a player, you may draw a card. If you do, discard a card.""",,,,
Dispatch Dispensary,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Dispatch Dispensary, create a 2/2 black Rogue creature token with menace.",,,,
Division Table,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Division Table, target player loses 2 life.",,,,
Dogsnail Engine,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Dogsnail Engine, target player gains life equal to the greatest power among creatures you control.",,,,
Dual Doomsuits,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Dual Doomsuits, each time a source you control would deal damage this turn, it deals double that damage instead.",,,,
Duplication Device,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Duplication Device, until end of turn, target creature becomes a copy of any creature on the battlefield, except it's an artifact in addition to its other types.",,,,
Faerie Aerie,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Faerie Aerie, create two 1/1 blue Faerie Spy creature tokens with flying, haste, and ""Whenever this creature deals combat damage to a player, draw a card."" Exile them at the beginning of the next end step.",,,,
Genetic Recombinator,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Genetic Recombinator, up to two target creatures each get +2/+2 until end of turn.",,,,
Gift Horse,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Gift Horse, roll two six-sided dice. Create a number of 1/1 red Goblin creature tokens equal to the difference between those results.",,,,
Gnomeball Machine,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Gnomeball Machine, create two 1/1 colorless Gnome artifact creature tokens.",,,,
Goblin Slingshot,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Goblin Slingshot, creatures you control get +2/+0 and gain trample until end of turn.",,,,
Guest List,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Guest List, target creature gets -X/-X until end of turn, where X is the number of creature cards in its controller's graveyard.",,,,
Hard Hat Area,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Hard Hat Area, roll two six-sided dice. Hard Hat Area assembles a number of Contraptions equal to the difference between those results. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)",,,,
Head Banger,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Head Banger, target creature must be blocked this turn if able.",,,,
Hypnotic Swirly Disc,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Hypnotic Swirly Disc, target player mills X cards, where X is the number of creatures you control.",,,,
Inflation Station,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Inflation Station, target creature gets +3/+3 until end of turn.",,,,
Insufferable Syphon,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Insufferable Syphon, target player discards a card.",,,,
Jamming Device,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Jamming Device, creatures target player controls get -1/-1 until end of turn.",,,,
Lackey Recycler,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Lackey Recycler, put target creature card from your graveyard on top of your library.",,,,
Mandatory Friendship Shackles,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Mandatory Friendship Shackles, target creature gets -1/-1 until end of turn.",,,,
Neural Network,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Neural Network, gain control of target creature an opponent controls with power less than or equal to the number of creature cards in its controller's graveyard until end of turn. Untap that creature. It gains haste until end of turn.",,,,
Oaken Power Suit,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Oaken Power Suit, target creature gets +X/+X until end of turn, where X is the greatest power among creatures you control.",,,,
Optical Optimizer,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Optical Optimizer, until end of turn, target creature becomes an artifact in addition to its other types and gains ""{T}: Draw a card.""",,,,
Pet Project,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Pet Project, put target creature card from an opponent's graveyard onto the battlefield under your control.",,,,
Quick-Stick Lick Trick,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Quick-Stick Lick Trick, target creature gets +1/+1 and gains lifelink until end of turn.",,,,
Rapid Prototyper,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Rapid Prototyper, create an X/X colorless Construct artifact creature token, where X is the number of artifacts you control.",,,,
Record Store,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Record Store, look at the top X cards of your library, where X is the number of artifacts you control. Put one of those cards into your hand and the rest on the bottom of your library in a random order.",,,,
Refibrillator,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Refibrillator, return target creature card from your graveyard to your hand.",,,,
Sap Sucker,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Sap Sucker, add {G}. Until end of turn, you don't lose this mana as steps and phases end.",,,,
Sundering Fork,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Sundering Fork, destroy target artifact.",,,,
Targeting Rocket,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Targeting Rocket, target creature blocks this turn if able.",,,,
Thud-for-Duds,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Thud-for-Duds, roll two six-sided dice. Thud-for-Duds deals damage to target creature equal to the difference between those results.",,,,
Top-Secret Tunnel,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Top-Secret Tunnel, target creature can't be blocked this turn.",,,,
Tread Mill,,0.0,,Artifact — Contraption,,Contraption,"Whenever you crank Tread Mill, until end of turn, target creature gets +1/+2, gains vigilance, and becomes an artifact in addition to its other types.",,,,
