name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Auriok Survivors,{5}{W},6.0,W,Creature — Human Soldier,,"Human, Soldier","When Auriok Survivors enters the battlefield, you may return target Equipment card from your graveyard to the battlefield. If you do, you may attach it to Auriok Survivors.",4,6,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Cathedral Membrane,{1}{W/P},2.0,W,Artifact Creature — Phyrexian Wall,,"Phyrexian, Wall","({W/P} can be paid with either {W} or 2 life.)
Defender
When Cathedral Membrane dies during combat, it deals 6 damage to each creature it blocked this combat.",0,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Due Respect,{1}{W},2.0,W,Instant,,,"Permanents enter the battlefield tapped this turn.
Draw a card.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Exclusion Ritual,{4}{W}{W},6.0,W,Enchantment,,,"Imprint — When Exclusion Ritual enters the battlefield, exile target nonland permanent.
Players can't cast spells with the same name as the exiled card.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Inquisitor Exarch,{W}{W},2.0,W,Creature — Phyrexian Cleric,,"Phyrexian, Cleric","When Inquisitor Exarch enters the battlefield, choose one —
• You gain 2 life.
• Target opponent loses 2 life.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Lost Leonin,{1}{W},2.0,W,Creature — Phyrexian Cat Soldier,,"Phyrexian, Cat, Soldier",Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),2,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Loxodon Convert,{3}{W},4.0,W,Creature — Phyrexian Elephant Soldier,,"Phyrexian, Elephant, Soldier",,4,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Marrow Shards,{W/P},1.0,W,Instant,,,"({W/P} can be paid with either {W} or 2 life.)
Marrow Shards deals 1 damage to each attacking creature.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Phyrexian Unlife,{2}{W},3.0,W,Enchantment,,,"You don't lose the game for having 0 or less life.
As long as you have 0 or less life, all damage is dealt to you as though its source had infect. (Damage is dealt to you in the form of poison counters.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Porcelain Legionnaire,{2}{W/P},3.0,W,Artifact Creature — Phyrexian Soldier,,"Phyrexian, Soldier","({W/P} can be paid with either {W} or 2 life.)
First strike",3,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Shriek Raptor,{3}{W}{W},5.0,W,Creature — Phyrexian Bird,,"Phyrexian, Bird","Flying
Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)",2,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
War Report,{3}{W},4.0,W,Instant,,,You gain life equal to the number of creatures on the battlefield plus the number of artifacts on the battlefield.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Argent Mutation,{2}{U},3.0,U,Instant,,,"Target permanent becomes an artifact in addition to its other types until end of turn.
Draw a card.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Arm with Aether,{2}{U},3.0,U,Sorcery,,,"Until end of turn, creatures you control gain ""Whenever this creature deals damage to an opponent, you may return target creature that player controls to its owner's hand.""",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Chained Throatseeker,{5}{U},6.0,U,Creature — Phyrexian Horror,,"Phyrexian, Horror","Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
Chained Throatseeker can't attack unless defending player is poisoned.",5,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Chancellor of the Spires,{4}{U}{U}{U},7.0,U,Creature — Phyrexian Sphinx,,"Phyrexian, Sphinx","You may reveal this card from your opening hand. If you do, at the beginning of the first upkeep, each opponent mills seven cards.
Flying
When Chancellor of the Spires enters the battlefield, you may cast target instant or sorcery card from an opponent's graveyard without paying its mana cost.",5,7,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Corrupted Resolve,{1}{U},2.0,U,Instant,,,Counter target spell if its controller is poisoned.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Defensive Stance,{U},1.0,U,Enchantment — Aura,,Aura,"Enchant creature
Enchanted creature gets -1/+1.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Impaler Shrike,{2}{U}{U},4.0,U,Creature — Phyrexian Bird,,"Phyrexian, Bird","Flying
Whenever Impaler Shrike deals combat damage to a player, you may sacrifice it. If you do, draw three cards.",3,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Mental Misstep,{U/P},1.0,U,Instant,,,"({U/P} can be paid with either {U} or 2 life.)
Counter target spell with mana value 1.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Banned, format: Modern, legality: Banned, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Restricted"
Mindculling,{5}{U},6.0,U,Sorcery,,,You draw two cards and target opponent discards two cards.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
