name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
"Skanos, Green Dragon Vassal",{4}{G}{G},6.0,G,Legendary Creature — Dragon Ranger,Legendary,"Dragon, Ranger","Vigilance
Whenever Skanos, Green Dragon Vassal attacks, untap another target attacking creature. It gets +X/+0 until end of turn, where X is Skanos's power.",6,6,,
"Skanos, Red Dragon Vassal",{4}{R}{G},6.0,"G, R",Legendary Creature — Dragon Ranger,Legendary,"Dragon, Ranger","First strike
Whenever Skanos, Red Dragon Vassal attacks, another target attacking creature gains first strike and gets +X/+0 until end of turn, where X is Skanos's power.",5,5,,
"Skanos, White Dragon Vassal",{4}{G}{W},6.0,"G, W",Legendary Creature — Dragon Ranger,Legendary,"Dragon, Ranger","Lifelink
Whenever Skanos, White Dragon Vassal attacks, another target attacking creature gains lifelink and gets +X/+0 until end of turn, where X is Skanos's power.",4,4,,
"Wilson, Bear Comrade",{1}{G},2.0,G,Legendary Creature — Bear Warrior,Legendary,"Bear, Warrior","Reach, trample
Ward {2}
Specialize {4}",2,2,,"format: Alchemy, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal"
Hag of Death's Legion,{2}{B},3.0,B,Creature — Hag Warlock,,"Hag, Warlock","At the beginning of your upkeep, create a 1/1 black Skeleton creature token.",2,2,,
"Wilson, Ardent Bear",{1}{R}{G},3.0,"G, R",Legendary Creature — Bear Warrior,Legendary,"Bear, Warrior","Double strike, reach, trample
Ward {2}
{1}{R}{G}, Exile Wilson, Ardent Bear from your graveyard: Target creature you control perpetually gains double strike. Activate only as a sorcery.",2,3,,
"Wilson, Fearsome Bear",{1}{B}{G},3.0,"B, G",Legendary Creature — Bear Warrior,Legendary,"Bear, Warrior","Menace, reach, trample
Ward {2}
{1}{B}{G}, Exile Wilson, Fearsome Bear from your graveyard: Target creature you control perpetually gains menace. Activate only as a sorcery.",4,4,,
"Wilson, Majestic Bear",{1}{G}{G},3.0,G,Legendary Creature — Bear Warrior,Legendary,"Bear, Warrior","Reach, trample
Ward {2}
{1}{G}{G}, Exile Wilson from your graveyard: Target creature you control perpetually gets +1/+1 and gains reach, trample, and ward {2}. Activate only as a sorcery.",5,5,,
"Wilson, Subtle Bear",{1}{G}{U},3.0,"G, U",Legendary Creature — Bear Warrior,Legendary,"Bear, Warrior","Reach, trample
Ward {2}
Wilson, Subtle Bear can't be blocked.
{1}{G}{U}, Exile Wilson from your graveyard: Target creature you control perpetually gains ""This creature can't be blocked."" Activate only as a sorcery.",3,3,,
"Wilson, Urbane Bear",{1}{G}{W},3.0,"G, W",Legendary Creature — Bear Warrior,Legendary,"Bear, Warrior","Reach, trample, lifelink
Ward {2}
{1}{G}{W}, Exile Wilson, Urbane Bear from your graveyard: Target creature you control perpetually gains lifelink. Activate only as a sorcery.",3,4,,
