name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Helm of the Gods,{1},1.0,,Artifact — Equipment,,Equipment,"Equipped creature gets +1/+1 for each enchantment you control.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Mage-Ring Responder,{7},7.0,,Artifact Creature — Golem,,Golem,"Mage-Ring Responder doesn't untap during your untap step.
{7}: Untap Mage-Ring Responder.
Whenever Mage-Ring Responder attacks, it deals 7 damage to target creature defending player controls.",7,7,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Orbs of Warding,{5},5.0,,Artifact,,,"You have hexproof. (You can't be the target of spells or abilities your opponents control.)
If a creature would deal damage to you, prevent 1 of that damage.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Prism Ring,{1},1.0,,Artifact,,,"As Prism Ring enters the battlefield, choose a color.
Whenever you cast a spell of the chosen color, you gain 1 life.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Ramroller,{3},3.0,,Artifact Creature — Juggernaut,,Juggernaut,"Ramroller attacks each combat if able.
Ramroller gets +2/+0 as long as you control another artifact.",2,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Throwing Knife,{2},2.0,,Artifact — Equipment,,Equipment,"Equipped creature gets +2/+0.
Whenever equipped creature attacks, you may sacrifice Throwing Knife. If you do, Throwing Knife deals 2 damage to any target.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Veteran's Sidearm,{2},2.0,,Artifact — Equipment,,Equipment,"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
War Horn,{3},3.0,,Artifact,,,Attacking creatures you control get +1/+0.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Tolarian Academy,,0.0,,Legendary Land,Legendary,,{T}: Add {U} for each artifact you control.,,,,
"Millicent, Restless Revenant",{5}{W}{U},7.0,"U, W",Legendary Creature — Spirit Soldier,Legendary,"Spirit, Soldier","This spell costs {1} less to cast for each Spirit you control.
Flying
Whenever Millicent, Restless Revenant or another nontoken Spirit you control dies or deals combat damage to a player, create a 1/1 white Spirit creature token with flying.",4,4,,
"Strefan, Maurer Progenitor",{2}{B}{R},4.0,"B, R",Legendary Creature — Vampire Noble,Legendary,"Vampire, Noble","Flying
At the beginning of your end step, create a Blood token for each player who lost life this turn.
Whenever Strefan attacks, you may sacrifice two Blood tokens. If you do, you may put a Vampire card from your hand onto the battlefield tapped and attacking. It gains indestructible until end of turn.",3,2,,
Alaborn Grenadier,{W}{W},2.0,W,Creature — Human Soldier,,"Human, Soldier",Vigilance,2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Alaborn Veteran,{2}{W},3.0,W,Creature — Human Knight,,"Human, Knight","{T}: Target creature gets +2/+2 until end of turn. Activate only during your turn, before attackers are declared.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Alaborn Zealot,{W},1.0,W,Creature — Human Soldier,,"Human, Soldier","When Alaborn Zealot blocks a creature, destroy that creature and Alaborn Zealot.",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Bargain,{2}{W},3.0,W,Sorcery,,,"Target opponent draws a card.
You gain 7 life.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Festival of Trokin,{W},1.0,W,Sorcery,,,You gain 2 life for each creature you control.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Rally the Troops,{W},1.0,W,Instant,,,"Cast this spell only during the declare attackers step and only if you've been attacked this step.
Untap all creatures you control.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Temple Elder,{2}{W},3.0,W,Creature — Human Cleric,,"Human, Cleric","{T}: You gain 1 life. Activate only during your turn, before attackers are declared.",1,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Town Sentry,{2}{W},3.0,W,Creature — Human Soldier,,"Human, Soldier","Whenever Town Sentry blocks, it gets +0/+2 until end of turn.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Trokin High Guard,{3}{W},4.0,W,Creature — Human Knight,,"Human, Knight",,3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Volunteer Militia,{W},1.0,W,Creature — Human Soldier,,"Human, Soldier",,1,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
