name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
"Andrios, Roaming Explorer",{5}{G},6.0,G,Legendary Artifact Creature — Wizard,Legendary,Wizard,"Reach
As long as Andrios is attacking, tapped creatures you control with base power and toughness 4/3 have base power and toughness 16/9.
{T}: Add {W}{U}{B}{R}{G}. Creature spells you spend this mana to cast have their base power and toughness become 4/3.",4,3,,
"Arteeoh, Dread Scavenger",{1}{B}{G}{U},4.0,"B, G, U",Legendary Artifact Creature — Robot,Legendary,Robot,"Flying, deathtouch
Whenever Arteeoh deals combat damage to a player, you may exchange control of two other target artifacts. When you do, create a token that's a copy of target artifact you don't control, except it's a 1/1 green Squirrel creature token in addition to its other colors and types.",3,3,,
"Byode, Inverse Sun",{2}{U}{B},4.0,"B, U",Legendary Universewalker — Byode,Legendary,Byode,"+2: Mill three cards, then return any number of cards from different Universes milled this way from your graveyard to your hand.
-X: Choose a Universe you haven't chosen this way this game. You may cast a spell from that Universe with mana value X or less from your hand without paying its mana cost.
Byode, Inverse Sun can be your commander.
Your deck can include Universes Beyond cards of any color identity.",,,,
"Ersta, Friend to All",{W}{U}{B}{R}{G},5.0,"B, G, R, U, W",Legendary Planeswalker — Ersta,Legendary,Ersta,"[+1]: Create a 1/1 Human Wizard creature token that's all colors.
[−3]: Choose a card name from among Enlightened Tutor, Mystical Tutor, Booster Tutor, Imperial Recruiter, and Worldly Tutor. Create a copy of the card with the chosen name. You may cast the copy without paying its mana cost.
[−8]: You get an emblem with ""At the beginning of your upkeep, if you control twenty or more Wizards, you win the game.""
Ersta, Friend to All can be your commander.",,,5.0,
Long-Term Plans,{2}{U},3.0,U,Instant,,,"Search your library for a card, then shuffle and put that card third from the top.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Muddle the Mixture,{U}{U},2.0,U,Instant,,,"Counter target instant or sorcery spell.
Transmute {1}{U}{U} ({1}{U}{U}, Discard this card: Search your library for a card with the same mana value as this card, reveal it, put it into your hand, then shuffle. Transmute only as a sorcery.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Spark Double,{3}{U},4.0,U,Creature — Illusion,,Illusion,"You may have Spark Double enter the battlefield as a copy of a creature or planeswalker you control, except it enters with an additional +1/+1 counter on it if it's a creature, it enters with an additional loyalty counter on it if it's a planeswalker, and it isn't legendary.",0,0,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Mirror March,{5}{R},6.0,R,Enchantment,,,"Whenever a nontoken creature enters the battlefield under your control, flip a coin until you lose a flip. For each flip you won, create a token that's a copy of that creature. Those tokens gain haste. Exile them at the beginning of the next end step.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Frenetic Sliver,{1}{U}{R},3.0,"R, U",Creature — Sliver,,Sliver,"All Slivers have ""{0}: If this permanent is on the battlefield, flip a coin. If you win the flip, exile this permanent and return it to the battlefield under its owner's control at the beginning of the next end step. If you lose the flip, sacrifice it.""",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Arena,,0.0,,Land,,,"{3}, {T}: Tap target creature you control and target creature of an opponent's choice they control. Those creatures fight each other. (Each deals damage equal to its power to the other.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Oldschool, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
