name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Blizzard Elemental,{5}{U}{U},7.0,U,Creature — Elemental,,Elemental,"Flying
{3}{U}: Untap Blizzard Elemental.",5,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Cloud Djinn,{5}{U},6.0,U,Creature — Djinn,,Djinn,"Flying
Cloud Djinn can block only creatures with flying.",5,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Giant Crab,{4}{U},5.0,U,Creature — Crab,,Crab,{U}: Giant Crab gains shroud until end of turn. (It can't be the target of spells or abilities.),3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Killer Whale,{3}{U}{U},5.0,U,Creature — Whale,,Whale,{U}: Killer Whale gains flying until end of turn.,3,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Wayward Soul,{2}{U}{U},4.0,U,Creature — Spirit,,Spirit,"Flying
{U}: Put Wayward Soul on top of its owner's library.",3,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Bone Harvest,{2}{B},3.0,B,Instant,,,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card at the beginning of the next turn's upkeep.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Death Stroke,{B}{B},2.0,B,Sorcery,,,Destroy target tapped creature.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Skittering Horror,{2}{B},3.0,B,Creature — Phyrexian Horror,,"Phyrexian, Horror","When you cast a creature spell, sacrifice Skittering Horror.",4,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Skittering Skirge,{B}{B},2.0,B,Creature — Phyrexian Imp,,"Phyrexian, Imp","Flying
When you cast a creature spell, sacrifice Skittering Skirge.",3,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Tar Pit Warrior,{2}{B},3.0,B,Creature — Cyclops Warrior,,"Cyclops, Warrior","When Tar Pit Warrior becomes the target of a spell or ability, sacrifice it.",3,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Lowland Giant,{2}{R}{R},4.0,R,Creature — Giant,,Giant,,4,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Sonic Burst,{1}{R},2.0,R,Instant,,,"As an additional cost to cast this spell, discard a card at random.
Sonic Burst deals 4 damage to any target.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Crash of Rhinos,{6}{G}{G},8.0,G,Creature — Rhino,,Rhino,Trample,8,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Crashing Boars,{3}{G}{G},5.0,G,Creature — Boar,,Boar,"Whenever Crashing Boars attacks, defending player chooses an untapped creature they control. That creature blocks Crashing Boars this turn if able.",4,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Plated Spider,{4}{G},5.0,G,Creature — Spider,,Spider,Reach (This creature can block creatures with flying.),4,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Quirion Elves,{1}{G},2.0,G,Creature — Elf Druid,,"Elf, Druid","As Quirion Elves enters the battlefield, choose a color.
{T}: Add {G}.
{T}: Add one mana of the chosen color.",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Shambling Strider,{4}{G}{G},6.0,G,Creature — Yeti,,Yeti,{R}{G}: Shambling Strider gets +1/-1 until end of turn.,5,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Yavimaya Wurm,{4}{G}{G},6.0,G,Creature — Wurm,,Wurm,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),6,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Diabolic Vision,{U}{B},2.0,"B, U",Sorcery,,,Look at the top five cards of your library. Put one of them into your hand and the rest on top of your library in any order.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Segmented Wurm,{3}{R}{G},5.0,"G, R",Creature — Wurm,,Wurm,"Whenever Segmented Wurm becomes the target of a spell or ability, put a -1/-1 counter on it.",5,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Act of Authority,{1}{W}{W},3.0,W,Enchantment,,,"When Act of Authority enters the battlefield, you may exile target artifact or enchantment.
At the beginning of your upkeep, you may exile target artifact or enchantment. If you do, its controller gains control of Act of Authority.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
Aerie Mystics,{4}{W},5.0,W,Creature — Bird Wizard,,"Bird, Wizard","Flying
{1}{G}{U}: Creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.)",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Ajani's Pridemate,{1}{W},2.0,W,Creature — Cat Soldier,,"Cat, Soldier","Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Azorius Herald,{2}{W},3.0,W,Creature — Spirit,,Spirit,"Azorius Herald can't be blocked.
When Azorius Herald enters the battlefield, you gain 4 life.
When Azorius Herald enters the battlefield, sacrifice it unless {U} was spent to cast it.",2,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Curse of the Forsaken,{2}{W},3.0,W,Enchantment — Aura Curse,,"Aura, Curse","Enchant player
Whenever a creature attacks enchanted player, its controller gains 1 life.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
Darksteel Mutation,{1}{W},2.0,W,Enchantment — Aura,,Aura,"Enchant creature
Enchanted creature is an Insect artifact creature with base power and toughness 0/1 and has indestructible, and it loses all other abilities, card types, and creature types.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
