name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
"Trynn, Champion of Freedom",{3}{W},4.0,W,Legendary Creature — Human Soldier,Legendary,"Human, Soldier","Partner with Silvar, Devourer of the Free (When this creature enters the battlefield, target player may put Silvar into their hand from their library, then shuffle.)
At the beginning of your end step, if you attacked this turn, create a 1/1 white Human Soldier creature token.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Haldan, Avid Arcanist",{2}{U},3.0,U,Legendary Creature — Human Wizard,Legendary,"Human, Wizard","Partner with Pako, Arcane Retriever (When this creature enters the battlefield, target player may put Pako into their hand from their library, then shuffle.)
You may play lands and cast noncreature spells from among cards you exiled that have fetch counters on them, and you may spend mana as though it were mana of any color to cast those spells.",1,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Nikara, Lair Scavenger",{2}{B},3.0,B,Legendary Creature — Human Cleric,Legendary,"Human, Cleric","Partner with Yannik, Scavenging Sentinel (When this creature enters the battlefield, target player may put Yannik into their hand from their library, then shuffle.)
Menace
Whenever another creature you control leaves the battlefield, if it had one or more counters on it, you draw a card and you lose 1 life.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Brallin, Skyshark Rider",{3}{R},4.0,R,Legendary Creature — Human Shaman,Legendary,"Human, Shaman","Partner with Shabraz, the Skyshark (When this creature enters the battlefield, target player may put Shabraz into their hand from their library, then shuffle.)
Whenever you discard a card, put a +1/+1 counter on Brallin, Skyshark Rider and it deals 1 damage to each opponent.
{R}: Target Shark gains trample until end of turn.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Cazur, Ruthless Stalker",{3}{G},4.0,G,Legendary Creature — Human Warrior,Legendary,"Human, Warrior","Partner with Ukkima, Stalking Shadow (When this creature enters the battlefield, target player may put Ukkima into their hand from their library, then shuffle.)
Whenever a creature you control deals combat damage to a player, put a +1/+1 counter on that creature.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Akim, the Soaring Wind",{2}{U}{R}{W},5.0,"R, U, W",Legendary Creature — Bird Dinosaur,Legendary,"Bird, Dinosaur","Flying
Whenever you create one or more tokens for the first time each turn, create a 1/1 white Bird creature token with flying.
{3}{U}{R}{W}: Creature tokens you control gain double strike until end of turn.",3,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Gavi, Nest Warden",{2}{U}{R}{W},5.0,"R, U, W",Legendary Creature — Human Shaman,Legendary,"Human, Shaman","You may pay {0} rather than pay the cycling cost of the first card you cycle each turn.
Whenever you draw your second card each turn, create a 2/2 red and white Dinosaur Cat creature token.",2,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
Jirina Kudro,{1}{R}{W}{B},4.0,"B, R, W",Legendary Creature — Human Soldier,Legendary,"Human, Soldier","When Jirina Kudro enters the battlefield, create a 1/1 white Human Soldier creature token for each time you've cast a commander from the command zone this game.
Other Humans you control get +2/+0.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Kalamax, the Stormsire",{1}{G}{U}{R},4.0,"G, R, U",Legendary Creature — Elemental Dinosaur,Legendary,"Elemental, Dinosaur","Whenever you cast your first instant spell each turn, if Kalamax, the Stormsire is tapped, copy that spell. You may choose new targets for the copy.
Whenever you copy an instant spell, put a +1/+1 counter on Kalamax.",4,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
"Kathril, Aspect Warper",{2}{W}{B}{G},5.0,"B, G, W",Legendary Creature — Nightmare Insect,Legendary,"Nightmare, Insect","When Kathril, Aspect Warper enters the battlefield, put a flying counter on any creature you control if a creature card in your graveyard has flying. Repeat this process for first strike, double strike, deathtouch, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance. Then put a +1/+1 counter on Kathril for each counter put on a creature this way.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Vintage, legality: Legal"
