name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Snake Pit,{3}{G},4.0,G,Enchantment,,,"Whenever an opponent casts a blue or black spell, you may create a 1/1 green Snake creature token.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Snorting Gahr,{2}{G}{G},4.0,G,Creature — Rhino Beast,,"Rhino, Beast","Whenever Snorting Gahr becomes blocked, it gets +2/+2 until end of turn.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Spontaneous Generation,{3}{G},4.0,G,Sorcery,,,Create a 1/1 green Saproling creature token for each card in your hand.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Stamina,{2}{G},3.0,G,Enchantment — Aura,,Aura,"Enchant creature
Enchanted creature has vigilance.
Sacrifice Stamina: Regenerate enchanted creature.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Sustenance,{1}{G},2.0,G,Enchantment,,,"{1}, Sacrifice a land: Target creature gets +1/+1 until end of turn.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Tiger Claws,{2}{G},3.0,G,Enchantment — Aura,,Aura,"Flash
Enchant creature
Enchanted creature gets +1/+1 and has trample.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Venomous Dragonfly,{3}{G},4.0,G,Creature — Insect,,Insect,"Flying
Whenever Venomous Dragonfly blocks or becomes blocked by a creature, destroy that creature at end of combat.",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Vernal Equinox,{3}{G},4.0,G,Enchantment,,,Any player may cast creature and enchantment spells as though they had flash.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Vine Dryad,{3}{G},4.0,G,Creature — Dryad,,Dryad,"You may exile a green card from your hand rather than pay this spell's mana cost.
Flash
Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)",1,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Assembly Hall,{5},5.0,,Artifact,,,"{4}, {T}: Reveal a creature card in your hand. Search your library for a card with the same name as that card, reveal it, put it into your hand, then shuffle.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Barbed Wire,{3},3.0,,Artifact,,,"At the beginning of each player's upkeep, Barbed Wire deals 1 damage to that player.
{2}: Prevent the next 1 damage that would be dealt by Barbed Wire this turn.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Bargaining Table,{5},5.0,,Artifact,,,"{X}, {T}: Draw a card. X is the number of cards in an opponent's hand.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Credit Voucher,{2},2.0,,Artifact,,,"{2}, {T}, Sacrifice Credit Voucher: Shuffle any number of cards from your hand into your library, then draw that many cards.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
