name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Dwarven Thaumaturgist,{2}{R},3.0,R,Creature — Dwarf Shaman,,"Dwarf, Shaman",{T}: Switch target creature's power and toughness until end of turn.,1,2,,
Firestorm,{R},1.0,R,Instant,,,"As an additional cost to cast this spell, discard X cards.
Firestorm deals X damage to each of X targets.",,,,
Firestorm,{R},1.0,R,Instant,,,"As an additional cost to cast this spell, discard X cards.
Firestorm deals X damage to each of X targets.",,,,
Orcish Settlers,{1}{R},2.0,R,Creature — Orc,,Orc,"{X}{X}{R}, {T}, Sacrifice Orcish Settlers: Destroy X target lands.",1,1,,
The Lux Foundation Library,,0.0,,Plane — The Library,,The Library,"Players have no maximum hand size.
Whenever a creature you control deals combat damage to a player, you may draw a card.
Whenever chaos ensues, put a shadow counter on target creature. (A creature with shadow can block or be blocked by only creatures with shadow.)",,,,
Alms,{W},1.0,W,Enchantment,,,"{1}, Exile the top card of your graveyard: Prevent the next 1 damage that would be dealt to target creature this turn.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Benalish Missionary,{W},1.0,W,Creature — Human Cleric,,"Human, Cleric","{1}{W}, {T}: Prevent all combat damage that would be dealt by target blocked creature this turn.",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Debt of Loyalty,{1}{W}{W},3.0,W,Instant,,,Regenerate target creature. You gain control of that creature if it regenerates this way.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Duskrider Falcon,{1}{W},2.0,W,Creature — Bird,,Bird,"Flying, protection from black",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Foriysian Brigade,{3}{W},4.0,W,Creature — Human Soldier,,"Human, Soldier",Foriysian Brigade can block an additional creature each combat.,2,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Inner Sanctum,{1}{W}{W},3.0,W,Enchantment,,,"Cumulative upkeep—Pay 2 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Prevent all damage that would be dealt to creatures you control.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Kithkin Armor,{W},1.0,W,Enchantment — Aura,,Aura,"Enchant creature
Enchanted creature can't be blocked by creatures with power 3 or greater.
Sacrifice Kithkin Armor: The next time a source of your choice would deal damage to enchanted creature this turn, prevent that damage.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
