name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Eldrazi Guacamole Tightrope,,0.0,,Stickers,,,"{TK}{TK} — Haste
{TK}{TK}{TK}{TK}{TK} — You may cast this card from your graveyard by paying 2 life in addition to paying its other costs.
{TK}{TK} — 1/4
{TK}{TK}{TK} — 5/3",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Trendy Circus Pirate,,0.0,,Stickers,,,"{TK}{TK} — Deathtouch
{TK}{TK}{TK}{TK}{TK} — Whenever this creature deals combat damage to a player, create that many 1/1 green Squirrel creature tokens.
{TK}{TK} — 5/1
{TK}{TK}{TK} — 3/6",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Night Brushwagg Ringmaster,,0.0,,Stickers,,,"{TK}{TK} — Menace
{TK}{TK}{TK} — Persist (When this permanent dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)
{TK}{TK} — 2/3
{TK}{TK}{TK}{TK}{TK}{TK} — 10/10",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Urza's Dark Cannonball,,0.0,,Stickers,,,"{TK}{TK} — Exalted, exalted (Whenever a creature you control attacks alone, it gets +1/+1 until end of turn for each instance of exalted among permanents you control.)
{TK}{TK}{TK} — Shadow (This creature can block or be blocked only by creatures with shadow.)
{TK}{TK} — 1/5
{TK}{TK}{TK}{TK} — 7/4",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Misunderstood Trapeze Elf,,0.0,,Stickers,,,"{TK}{TK} — Whenever you cast a spell, this creature gets +X/+X until end of turn, where X is the amount of generic mana in that spell's mana cost.
{TK}{TK}{TK} — Hexproof
{TK}{TK} — 4/2
{TK}{TK}{TK}{TK} — 6/6",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Zombie Cheese Magician,,0.0,,Stickers,,,"{TK}{TK} — First strike
{TK}{TK}{TK}{TK} — Whenever this creature deals combat damage to a player, draw that many cards.
{TK}{TK} — 3/3
{TK}{TK}{TK} — 6/2",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Carnival Elephant Meteor,,0.0,,Stickers,,,"{TK}{TK} — Sacrifice this permanent: Draw two cards.
{TK}{TK}{TK} — Whenever this creature attacks, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
{TK}{TK} — 4/1
{TK}{TK}{TK}{TK}{TK} — 8/7",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Happy Dead Squirrel,,0.0,,Stickers,,,"{TK}{TK} — {T}: Add {C}{C}. Spend this mana only to cast noncreature spells.
{TK}{TK}{TK} — Infect (This permanent deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
{TK}{TK} — 3/2
{TK}{TK}{TK}{TK} — 4/7",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Slimy Burrito Illusion,,0.0,,Stickers,,,"{TK}{TK} — Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)
{TK}{TK}{TK} — Double strike
{TK}{TK} — 2/4
{TK}{TK}{TK}{TK} — 5/6",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Spooky Clown Mox,,0.0,,Stickers,,,"{TK}{TK} — Vigilance
{TK}{TK}{TK}{TK} — {1}, {T}: Tap target creature.
{TK}{TK} — 1/5
{TK}{TK}{TK} — 5/4",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Mystic Doom Sandwich,,0.0,,Stickers,,,"{TK}{TK} — Lifelink
{TK}{TK}{TK} — This creature must be blocked if able. Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.
{TK}{TK} — 1/4
{TK}{TK}{TK}{TK}{TK} — 6/8",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
Narrow-Minded Baloney Fireworks,,0.0,,Stickers,,,"{TK}{TK} — Whenever this creature attacks, you gain 2 life.
{TK}{TK}{TK} — Vigilance, reach
{TK}{TK} — 2/4
{TK}{TK}{TK}{TK}{TK} — 7/7",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Vintage, legality: Legal"
